Username,Text,language,retweet_count,Time,location
Dumbled10071661,"Dec. 4, Quchan, Khorasan.  Setting a Basij (IRGC militia) base on fire.  “December 5, 6, 7, is not it. We are on the streets every night. We’ve now overcame our fear. From now on, they’re the ones who must be scared of us.”  “#WomanLifeFreedom!”  #MahsaAmini  https://t.co/NqO7MFf9AZ",en,388,2022-12-05 10:44:00+00:00,
SheikhSoheilKha,"Islamic Republic’s failed attempt to suppress the Revolution has reached the stage where they want to execute arrestees, including many children.  We beg the world media to report this NOW. We’ll provide any content you need re these arrestees in danger of execution.   #MahsaAmini",en,1178,2022-12-05 10:44:00+00:00,
pooshi37,"@nytimes @nytimes please do fact-checking before publishing anything. Other newspapers are correcting the lies you have published! This is a shame!  The next 3 days in Iran are crucial. Dec 5, 6 and 7. Please cover these news properly if you can!    Reevaluate your journalists!  #MahsaAmini",en,1,2022-12-05 10:44:00+00:00,
maedshm,اعتصاب در بازار بزرگ تهران  ١۴ آذر  #مهسا_امینی   #MahsaAmini https://t.co/mlffk74OdJ,fa,1177,2022-12-05 10:44:00+00:00,
BabakTaghvaee,"#BREAKING: Shopkeepers in #Zarghan, a city in Fars Province have joined the nationwide strikes against #Iran's Islamic Regime now. In addition to the strike of shopkeepers, people will hold street protests against #Iranian regime today.   #IranStrikes #MahsaAmini #مهسا_امینی https://t.co/LPENwtGlmI",en,0,2022-12-05 10:44:00+00:00,"Athens, Köln, Valletta"
odin_997,تحصن دانشجویان دانشکده برق دانشگاه علم و صنعت در اعتراض به سرکوب و بازداشت دانشجویان؛ #همایون_سلیمانی نیز از دانشجویان بازداشت شده این دانشکده است.   #مهسا_امینی   #OpIran   #MahsaAmini,fa,11,2022-12-05 10:43:59+00:00,
zzhh10000,قهرمان‌هامون اگه قرار بود با این باد‌ها بلرزند که الان مشغول ... لیسی شماها بودند مثل بقیه مزدوراتون که به زور مخدر نگهشون داشتید!!!  #سعید_مطهری  #مهسا_امینی #زن_زندگی_آزادی   #اعتراضات_سراسری   #اعتصابات_سراسری  #Mahsa_Amini #MahsaAmini   #IranRevoIution #IranRevolution2022 https://t.co/OaGGaxEYM7,fa,0,2022-12-05 10:43:59+00:00,
KhAp20,"Islamic Republic’s failed attempt to suppress the Revolution has reached the stage where they want to execute arrestees, including many children.  We beg the world media to report this NOW. We’ll provide any content you need re these arrestees in danger of execution.   #MahsaAmini",en,1178,2022-12-05 10:43:59+00:00,‌
m_Haniyee,"Don’t believe, what they say.  Report, what they do.    #Iran #MoralityPolice #JinaAmini #MahsaAmini #IRGC https://t.co/lKVEqwZT8X",en,1210,2022-12-05 10:43:59+00:00,
alphavillee,اعتصاب در پتروشیمی سنندج  ١۴ آذر    #مهسا_امینی   #MahsaAmini https://t.co/yOR7zJvOtA,fa,236,2022-12-05 10:43:59+00:00,
AHMADFIGHTER220,👈 #موتا  پیش از این با #نظریه‌پردازی_واجرای  #تظاهرات_محله‌محور و #عملیات_ایذایی، مقدمات #براندازی_حکومت_جاعش را پدید آورده و طی چند جلسه سخنرانی، تحلیل و پرداخت به ایده‌ی #تظاهرات_ریلی را مطرح کرده است  /2/  #موتا  #مهسا_امینی   #MahsaAmini  #مردم_مسلح_شوید https://t.co/kOMGnxinNo,fa,0,2022-12-05 10:43:58+00:00,ROMANIA
fernweh__h,شاید همه‌ی اونایی که برادر دارن موقع دیدن این تصاویر خواهربرادری از مهرشاد و مهشاد شهیدی حس مشابهی داشته باشن.   چقدر خوش‌قلب و مهربون بود مهرشاد. چه برادر عزیزی رو از دست داد مهشاد.  همیشه یادش زنده بمونه.  #IranRevolution #MahsaAmini https://t.co/yqNk9nk5Yc,fa,9,2022-12-05 10:43:58+00:00,
Parandesho,The news of abolishing the morality police in Iran is false information  It’s part of the IR propaganda after establishing the UN fact-finding committee  IR mercenaries like NIAC lie to you  The people in Iran want to liberate their country completely  #MahsaAmini  #IranRevoIution2022,en,1021,2022-12-05 10:43:58+00:00,
NegativeMosbat,"Don’t believe, what they say.  Report, what they do.    #Iran #MoralityPolice #JinaAmini #MahsaAmini #IRGC https://t.co/lKVEqwZT8X",en,1210,2022-12-05 10:43:58+00:00,
AMarfavr,"Islamic Republic’s failed attempt to suppress the Revolution has reached the stage where they want to execute arrestees, including many children.  We beg the world media to report this NOW. We’ll provide any content you need re these arrestees in danger of execution.   #MahsaAmini",en,1178,2022-12-05 10:43:57+00:00,
missmbing,Today jewelry store and restaurant owned by popular Iranian footballer Ali Daei have been sealed in Tehran due to joining the nationwide strikes.  He has received serious life threats from affiliates of the Islamic Republic due to his support for the Iranian people.  #MahsaAmini https://t.co/YsrqhtJ8lB,en,917,2022-12-05 10:43:57+00:00,
genebernier1,"LA « NOUVELLE » de la suppression par l'#Iran de la police des moeurs a fait le tour du monde. PROBLÈME, elle n'a JAMAIS été officiellement confirmée.   Les dessous d'une FAKE NEWS ⬇️  https://t.co/WAMWYu4I90   @LePoint   #MahsaAmini #مهسا_امینی",fr,55,2022-12-05 10:43:57+00:00,une ville palindrome
20_hadiseh,In my interview today with @i24NEWS_EN I tried to clarify that the abolition of the morality police is just a regime propaganda an attempt to undermine people's fight and mislead them specially in 3 upcoming days.  #IranRevolution2022   #MahsaAmini https://t.co/u6DDvfKoYy,en,2580,2022-12-05 10:43:57+00:00,
h_van_wilderode,"Update 5 december (1): landelijke staking is begonnen. De eerste beelden komen nu mijn TL binnen. Bazaars en winkels zijn in veel steden gesloten. Beelden uit de stad Tabriz, NW-#Iran. #MahsaAmini #IranRevolution  https://t.co/pZ7Snul9RL",nl,38,2022-12-05 10:43:56+00:00,Europa
arpzh74,Environmental Protection 101    Don’t expect the governments that violate the most fundamental human rights to care about the environment!    #LakeUrmia  #EnvironmentalJustice  #MahsaAmini https://t.co/6EqS9NBrib,en,4319,2022-12-05 10:43:56+00:00,
seosamholaoi1,"Protest outside #Iran’s regime’s embassy in London. Europe needs to reflect on what full diplomatic relations with Tehran has produced: more hostages, terror plots, &amp; collapsed diplomacy. Engagement which begets terror. Time to downgrade. #MahsaAmini https://t.co/eLDWC4DNmN",en,361,2022-12-05 10:43:55+00:00,
RaminIzadi5,خبر از یک حماسه‌ی تاریخی در ۱۴،۱۵ و ۱۶ آذر است. همبستگی در اعتصاب عمومی کمر نظام جنایت را خواهد شکست.  #مهسا_امینی   #MahsaAmini,fa,3948,2022-12-05 10:43:55+00:00,
lizarrrd2022,Today jewelry store and restaurant owned by popular Iranian footballer Ali Daei have been sealed in Tehran due to joining the nationwide strikes.  He has received serious life threats from affiliates of the Islamic Republic due to his support for the Iranian people.  #MahsaAmini https://t.co/YsrqhtJ8lB,en,917,2022-12-05 10:43:55+00:00,
Awomanofiran111,Today jewelry store and restaurant owned by popular Iranian footballer Ali Daei have been sealed in Tehran due to joining the nationwide strikes.  He has received serious life threats from affiliates of the Islamic Republic due to his support for the Iranian people.  #MahsaAmini https://t.co/YsrqhtJ8lB,en,917,2022-12-05 10:43:54+00:00,
ehtemalat,"This is a PR move by the regime to quiet the upcoming nationwide protests. After 3 months of violence, rape, imprisonment &amp; murder of protesters, it’s too little too late. This uprising is no longer just about draconian dress codes. The Iranian people want democracy.   #MahsaAmini https://t.co/2wcuThP7Vn",en,5834,2022-12-05 10:43:54+00:00,
marzibana,"Islamic Republic’s failed attempt to suppress the Revolution has reached the stage where they want to execute arrestees, including many children.  We beg the world media to report this NOW. We’ll provide any content you need re these arrestees in danger of execution.   #MahsaAmini",en,1178,2022-12-05 10:43:53+00:00,Adelaide
semwe12,"The Islamic Republic has sentenced a 25 years old protester, #Sahand_NoorMohammadZadeh to death for putting fire to a trash can without providing evidence or letting him have access to a lawyer. Stop the killing machine of the regime. #MahsaAmini #مهسا_امینی #IranRevolution2022 https://t.co/CZoD0pf2ud",en,1586,2022-12-05 10:43:53+00:00,
atIv6x8nrulkuTt,"In continuation of the Iranian nation’s struggle against the Islamic Republic, general strikes of merchants are ongoing today, Dec. 5, including in provinces of Tehran, Alborz, Markazi, Fars, Khorasan, Kerman, Kermanshah, Bushehr, Kurdistan,   Isfahan.  #MahsaAmini",en,610,2022-12-05 10:43:51+00:00,
Laliber03783771,The Islamic Republic has executed Naser Omarzehi and Alireza Naroui this morning at Zahedan Central Prison.  #MahsaAmini,en,546,2022-12-05 10:43:50+00:00,
bullitproofs,The news of abolishing the morality police in Iran is false information  It’s part of the IR propaganda after establishing the UN fact-finding committee  IR mercenaries like NIAC lie to you  The people in Iran want to liberate their country completely  #MahsaAmini  #IranRevoIution2022,en,1021,2022-12-05 10:43:49+00:00,Islamic Republic of Iran
3SaSha4,آفرین به دکتر شور در اینستاگرام. آیدیشو پایین تصویر نوشته. #مهسا_امينی #MahsaAmini #زن_زندگی_آزادی https://t.co/eJiBM6LIPj,fa,64,2022-12-05 10:43:49+00:00,The Netherlands
sajadarabi,تهران    باغ سپهسالار در اعتصاب کامل    ١۴ آذر    #مهسا_امینی   #MahsaAmini https://t.co/MJOu8lLM1i,fa,345,2022-12-05 10:43:48+00:00,"NRW,Deutschland"
fatemeh_msz9,خبر از یک حماسه‌ی تاریخی در ۱۴،۱۵ و ۱۶ آذر است. همبستگی در اعتصاب عمومی کمر نظام جنایت را خواهد شکست.  #مهسا_امینی   #MahsaAmini,fa,3948,2022-12-05 10:43:48+00:00,
agent_henry7,"Don’t believe, what they say.  Report, what they do.    #Iran #MoralityPolice #JinaAmini #MahsaAmini #IRGC https://t.co/lKVEqwZT8X",en,1210,2022-12-05 10:43:48+00:00,
AmirSheykhan,"Two points: (1) Iranian revolutionaries are fighting for regime change, not merely reform of morality police &amp; (2) media &amp; observers should not overhype these announcements from #Iran's system which are meant to divide revolutionaries &amp; deflect int'l pressure. #MahsaAmini",en,1635,2022-12-05 10:43:47+00:00,
DoctoorBatman,خبر از یک حماسه‌ی تاریخی در ۱۴،۱۵ و ۱۶ آذر است. همبستگی در اعتصاب عمومی کمر نظام جنایت را خواهد شکست.  #مهسا_امینی   #MahsaAmini,fa,3948,2022-12-05 10:43:47+00:00,
ThePersianMagg,"#BREAKING   Chabahar, Sistan and Balouchistan Province on strike — December 5 #MahsaAmini https://t.co/YI9zpSIJWv",en,0,2022-12-05 10:43:46+00:00,
naeCallisto,خبر از یک حماسه‌ی تاریخی در ۱۴،۱۵ و ۱۶ آذر است. همبستگی در اعتصاب عمومی کمر نظام جنایت را خواهد شکست.  #مهسا_امینی   #MahsaAmini,fa,3948,2022-12-05 10:43:45+00:00,𝙴𝚇𝙾 𝙿𝙻𝙰𝙽𝙴𝚃
farih1373,Brave employees of #Sanandaj Petrochemical Company joined the national strike for the first time since the #IranRevoIution begun.    #MahsaAmini #مهسا_امینی #اعتصابات_سراسری https://t.co/VKZf6RaLzc,en,6,2022-12-05 10:43:45+00:00,
mah_h0,@OmidKT62 منو توی آشغالی کجا کنار مردم بود اینهمه بهش هشدار دادن  صورت مردمو نشون نده جونشون تو خطره بره بدرک شبکه دوزاریتون   #mahsaamini,fa,0,2022-12-05 10:43:45+00:00,
mahsaamini26,اعتصاب در ساری  ١۴ آذر    #مهسا_امینی   #MahsaAmini https://t.co/6sUaO73POh,fa,62,2022-12-05 10:43:44+00:00,
elnaz2022,"#IranRevolution2022—December 5, Day 81  Kermanshah, W #Iran—Footage shows merchants and locals are on strike.  #KianPirfalak💔  #MahsaAmini🌹 https://t.co/DhIhhug0M4",en,1,2022-12-05 10:43:44+00:00,
Naz_FJI,"Don’t believe, what they say.  Report, what they do.    #Iran #MoralityPolice #JinaAmini #MahsaAmini #IRGC https://t.co/lKVEqwZT8X",en,1210,2022-12-05 10:43:43+00:00,
sekshinamjooon,Some international news sites are talking about the Iranian people winning the revolution because the Ershad patrol has stopped working.The work of Ershad Patrol has not been stopped and only its name has been changed.  #MahsaAmini,en,0,2022-12-05 10:43:43+00:00,
farih1373,"Brave Kurds joining the national strike in the city of Saqez, the birthplace of #MahsaAmini     #مهسا_امینی  #اعتصابات_سراسری https://t.co/rLhJ4CaANa",en,18,2022-12-05 10:43:43+00:00,
SaeidehAli,اعتصاب در بازار بزرگ تهران  ١۴ آذر  #مهسا_امینی   #MahsaAmini https://t.co/mlffk74OdJ,fa,1177,2022-12-05 10:43:42+00:00,
hermesthegod02,"The Islamic Republic has sentenced a 25 years old protester, #Sahand_NoorMohammadZadeh to death for putting fire to a trash can without providing evidence or letting him have access to a lawyer. Stop the killing machine of the regime. #MahsaAmini #مهسا_امینی #IranRevolution2022 https://t.co/CZoD0pf2ud",en,1586,2022-12-05 10:43:42+00:00,
mona874515,آیا میدانید گاز اشک آور توی روز برفی کار نمیکنه؟  #مهسا_امینی   #MahsaAmini,fa,6,2022-12-05 10:43:41+00:00,
MaryamH29803333,پفیوزای دروغگو شما که سه ماه قبل اینو می‌گفتین چی چیو لغو کردین پس؟  #MahsaAmini  #مهسا_امینی https://t.co/alt24YIJX3,fa,692,2022-12-05 10:43:41+00:00,
Mommon_Jon,The #IslamicRepublic continues to suppress and silence dissent.   24 yr old #MinaBukai was recently arrested by security forces in Iran. Her whereabouts remain unknown.   She is one of countless Iranians abducted during anti-regime protests.     #MahsaAmini‌ #IranRevoIution2022 https://t.co/zncrUPrAuO,en,315,2022-12-05 10:43:41+00:00,"Leesburg, VA"
Persian_Tornado,Today jewelry store and restaurant owned by popular Iranian footballer Ali Daei have been sealed in Tehran due to joining the nationwide strikes.  He has received serious life threats from affiliates of the Islamic Republic due to his support for the Iranian people.  #MahsaAmini https://t.co/YsrqhtJ8lB,en,917,2022-12-05 10:43:41+00:00,
me774669,#مهسا_امینی  #اعتراضات_سراسری  #اعتصابات_سراسری  #MahsaAmini  #OpIran  طلب خیر، آگاهی و مبارزه با ظلم در روح جمعی https://t.co/sI8TnWcrkJ,fa,0,2022-12-05 10:43:40+00:00,
Maryam76727015,اعتصاب در بازار بزرگ تهران  ١۴ آذر  #مهسا_امینی   #MahsaAmini https://t.co/mlffk74OdJ,fa,1177,2022-12-05 10:43:40+00:00,
inrgcm,روزهای ۱۴،۱۵،۱۶ آذر چه خبره؟  هیچ خبری جز انقلاب و سرنگونی نیست  همه‌ی وجودمان برای ایران  #مهسا_امینی  #MahsaAmini,fa,7437,2022-12-05 10:43:40+00:00,
ZoYa1374,"Islamic Republic’s failed attempt to suppress the Revolution has reached the stage where they want to execute arrestees, including many children.  We beg the world media to report this NOW. We’ll provide any content you need re these arrestees in danger of execution.   #MahsaAmini",en,1178,2022-12-05 10:43:39+00:00,
sirin20284031,"#Majid_Tavakoli a father of a two years old, has been imprisoned for more than two months by the IR Regime. He has been a peaceful dissident for a long run seeking nothing but Justice and human rights for the people of Iran.    His daughter is waiting...  Be his voice.  #MahsaAmini https://t.co/3N0JvkV3cR",en,46,2022-12-05 10:43:39+00:00,
that_giiiiirl,"Nationwide strikes is going on in many cities and towns in Iran;  #Tehran, #Behbahan, #Zarghan, #Rasht, #Dezful, #Karaj, #Bojnourd, #Arak, #Shahin_Shahir,  #Gohardasht in #Karaj, #Bukan, #Saqez, #Kamyaran, and tens of other cities     Video from #Marivan today    #MahsaAmini https://t.co/RIAfmlPX7H",en,603,2022-12-05 10:43:38+00:00,Iran
SaeidehAli,Today jewelry store and restaurant owned by popular Iranian footballer Ali Daei have been sealed in Tehran due to joining the nationwide strikes.  He has received serious life threats from affiliates of the Islamic Republic due to his support for the Iranian people.  #MahsaAmini https://t.co/YsrqhtJ8lB,en,917,2022-12-05 10:43:38+00:00,
q72611990,"Islamic Republic’s failed attempt to suppress the Revolution has reached the stage where they want to execute arrestees, including many children.  We beg the world media to report this NOW. We’ll provide any content you need re these arrestees in danger of execution.   #MahsaAmini",en,1178,2022-12-05 10:43:38+00:00,
sheitan_sorkh,خبر از یک حماسه‌ی تاریخی در ۱۴،۱۵ و ۱۶ آذر است. همبستگی در اعتصاب عمومی کمر نظام جنایت را خواهد شکست.  #مهسا_امینی   #MahsaAmini,fa,3948,2022-12-05 10:43:38+00:00,
dpinsen,"Iran has NOT officially abolished the ""Morality Police"", which arrested #MahsaAmi̇ni̇ in September. Numerous Iranian and foreign media outlets cited Prosecutor General Mohammad Jafar Montazeri's comments yesterday as their source for the news. What did Montazeri say? 1/4",en,333,2022-12-05 10:43:38+00:00,
farih1373,_  Marketers in Tehran traditional Bazaar joined the national strike.     #MahsaAmini #اعتصابات_سراسری #مهسا_امینی https://t.co/wgfjSfJFne,en,13,2022-12-05 10:43:38+00:00,
p0100r,Say her name #MahsaAmini‌   #مهسا_امینی,en,0,2022-12-05 10:43:37+00:00,
fuck_arzeshi,تهران  اعتصاب کسبه در نازی‌آباد    #مهسا_امینی   #MahsaAmini https://t.co/qLZE22OQIR,fa,124,2022-12-05 10:43:36+00:00,جهنمی به نام جمهوری اسلامی
mahsili,"Islamic Republic’s failed attempt to suppress the Revolution has reached the stage where they want to execute arrestees, including many children.  We beg the world media to report this NOW. We’ll provide any content you need re these arrestees in danger of execution.   #MahsaAmini",en,1178,2022-12-05 10:43:36+00:00,unknown
mr_mah_pr,Today jewelry store and restaurant owned by popular Iranian footballer Ali Daei have been sealed in Tehran due to joining the nationwide strikes.  He has received serious life threats from affiliates of the Islamic Republic due to his support for the Iranian people.  #MahsaAmini https://t.co/YsrqhtJ8lB,en,917,2022-12-05 10:43:36+00:00,
phistashki,شبنم از گونه گلبرگ نگون بود که من  شمع عشقی که به امید تو روشن کردم    #MahsaAmini #مهسا_امینی,fa,0,2022-12-05 10:43:35+00:00,
roshi_iiii,اعتصاب در ساری  ١۴ آذر    #مهسا_امینی   #MahsaAmini https://t.co/6sUaO73POh,fa,62,2022-12-05 10:43:34+00:00,
khosro_parvizm,روزهای ۱۴،۱۵،۱۶ آذر چه خبره؟  هیچ خبری جز انقلاب و سرنگونی نیست  همه‌ی وجودمان برای ایران  #مهسا_امینی  #MahsaAmini,fa,7437,2022-12-05 10:43:34+00:00,
woman_lifee_,"#MahsaAmini   The people of Iran want the recognition of the #IranRevolution2022, expel the representatives of the Islamic Republic from the United Nations and its member countries. The #IslamicRepublic has ended.",en,20,2022-12-05 10:43:33+00:00,
Reyhan_Kian,The Islamic Republic has executed Naser Omarzehi and Alireza Naroui this morning at Zahedan Central Prison.  #MahsaAmini,en,546,2022-12-05 10:43:33+00:00,"Iran, NOT Islamic republic"
lucerruti,"Student activist #MelikaQaragozlu was arrested 65 days ago.She was hospitalized in a Psychiatric Hospital 18 days ago.Last night several men beat her, trying to tie her to her bed.She resisted.7 psychiatrists say she can’t bear the punishment. Cruel!  #MahsaAmini #مهسا_امینی #Iran https://t.co/rIlkzm3RPs",en,930,2022-12-05 10:43:32+00:00,"Genova, Liguria"
hamid981,#IMPORTANTE   Morality police hasn’t been abolished in Iran.     This is a lie to deceive protester and to divide them just before nationwide calls for protests in the next coming days.     #MahsaAmini,en,2458,2022-12-05 10:43:32+00:00,tehran
Mery_uh1,"Dec. 4, Quchan, Khorasan.  Setting a Basij (IRGC militia) base on fire.  “December 5, 6, 7, is not it. We are on the streets every night. We’ve now overcame our fear. From now on, they’re the ones who must be scared of us.”  “#WomanLifeFreedom!”  #MahsaAmini  https://t.co/NqO7MFf9AZ",en,388,2022-12-05 10:43:31+00:00,
endless00summer,"Don’t believe, what they say.  Report, what they do.    #Iran #MoralityPolice #JinaAmini #MahsaAmini #IRGC https://t.co/lKVEqwZT8X",en,1210,2022-12-05 10:43:30+00:00,
jiiirjiiirakkk,تهران    باغ سپهسالار در اعتصاب کامل    ١۴ آذر    #مهسا_امینی   #MahsaAmini https://t.co/MJOu8lLM1i,fa,345,2022-12-05 10:43:30+00:00,
galiningardashi,#یزدانشهر  ١۴ آذر در اعتصاب کامل مغازه‌داران و کسبه    #مهسا_امینی #MahsaAmini #اعتصابات_سراسری https://t.co/9T4gCnK5iG,fa,0,2022-12-05 10:43:30+00:00,
sadforeverforir,اعتصاب در بازار بزرگ تهران  ١۴ آذر  #مهسا_امینی   #MahsaAmini https://t.co/mlffk74OdJ,fa,1177,2022-12-05 10:43:29+00:00,
me774669,#مهسا_امینی  #اعتراضات_سراسری  #اعتصابات_سراسری  #MahsaAmini  #OpIran  طلب خیر، آگاهی و مبارزه با ظلم در روح جمعی https://t.co/T5nHojNg8Z,fa,0,2022-12-05 10:43:29+00:00,
KidsTroubleHelp,"@RoyaPiraei I'm so sorry for your pain Roya. It's heartbreaking 💔I have no words. I just think of the most brave, most courageous people in this world &amp; it gives me hope for you. Now I cry with you. Soon I will celebrate with you in a free Iran!♥️💪#MahsaAmini   #مهسا_امینی  #زن_زندگی_آزادی",en,0,2022-12-05 10:43:29+00:00,Haifa Israel
Mojy_Amiry,"To lift world's public opinion pressure, the IR changes name of the ""Morality Police"". However, Iranian women &amp; girls are still beaten, imprisoned or killed like #MahsaAmini for mandatory dress code. Don't let the IR fool you with lies and be Iranian's voice.  #IranRevolution   @UN https://t.co/PGKk0DlBkZ",en,12175,2022-12-05 10:43:29+00:00,
wuinters,It’s disinformation that Islamic Republic of Iran has abolished it’s morality police. It’s a tactic to stop the uprising.   Protesters are not facing guns and bullets to abolish morality police or forced hijab.They want to end Islamic regime.  #MahsaAmini    https://t.co/qRcY0Kaepc https://t.co/6ShBqnSbMn,en,7739,2022-12-05 10:43:29+00:00,
_Dark_Serpent_,"#DenaSheibani, graphic desinger and ski instructor from Shiraz, was kidnapped on November 10 in Qeshm by IRGC forces. The belongings of her and her family and her friends were also stolen in this armed attack on Snapp taxi, where she was present.  #MahsaAmini  #دنا_شیبانی https://t.co/OLcBdmLApq",en,62,2022-12-05 10:43:28+00:00,
AdaLovelaceBrn,آیا طلوع هفدهم آذرماه   آفتاب پیروزی است؟     #مهسا_امینی   #MahsaAmini https://t.co/F5SATYZjuJ,fa,467,2022-12-05 10:43:28+00:00,
Someone53905745,In my interview today with @i24NEWS_EN I tried to clarify that the abolition of the morality police is just a regime propaganda an attempt to undermine people's fight and mislead them specially in 3 upcoming days.  #IranRevolution2022   #MahsaAmini https://t.co/u6DDvfKoYy,en,2580,2022-12-05 10:43:27+00:00,
Chandra40298155,"ईरान की औरतों ने बनाया इतिहास, #MahsaAmini  की शहादत बेकार नहीं गई , हुक्मरानों को घुटने टेकने पड़े, ज़ाहिल और कट्टर सोच हार गई, आज़ादी की जंग औरतें जीत गईं, ईरान की विवादित मॉरल पुलिस फोर्स खत्म, हिजाब से मिलेगी मुक्ति, आज़ादी मुबारक !    #IranRevoIution2022  #𓃵",hi,0,2022-12-05 10:43:26+00:00,
Pinar_Civan,"1-Why do foreign media fall for the disinformation by the Iranian regime? In 2017, the regime claimed the morality police would end arrests for hijab. Yet, in 2022, it arrested &amp; killed #MahsaAmini for hijab. Today, international media reported morality police would be abolished https://t.co/OjMmCRxzmN",en,2458,2022-12-05 10:43:26+00:00,Paris - Bern
IranNewsUpdate1,"#IranRevolution2022—December 5, Day 81  Tehran, #Iran's capital—Abdolabad bazaar merchants and locals are on strike.  #KianPirfalak💔  #MahsaAmini🌹 https://t.co/R0f3zZ0WDG",en,0,2022-12-05 10:43:26+00:00,"Washington, DC"
LiberumAnimum,"A chain restaurant CEO is indicted for letting in the women unveiling their Hijab. The organ behind this is called ""Headquarters for Enjoining Good and preventing Haram""(Handmaid's Tale-ish)  Then @nytimes and @FRANCE24 say enacting the #Hijab laws are to be reviewed.   #MahsaAmini https://t.co/ODUqFs3WLd",en,0,2022-12-05 10:43:26+00:00,
HitlerTheYogurt,Today jewelry store and restaurant owned by popular Iranian footballer Ali Daei have been sealed in Tehran due to joining the nationwide strikes.  He has received serious life threats from affiliates of the Islamic Republic due to his support for the Iranian people.  #MahsaAmini https://t.co/YsrqhtJ8lB,en,918,2022-12-05 10:43:25+00:00,هر جا
HamidNoorali,ده ، بیست سه پونزده   هزارو شصت و شونزده  هر کی میگه ۱۶ نیست    هفده هجده نوزده بیست ! :)  ( شعر پر معنی بچگیامون که فکر میکردیم چرت و پرته)  #مهسا_امینی  #MahsaAmini,fa,1,2022-12-05 10:43:25+00:00,ايران بدون جمهوري اسلامي
LordM12345,خبر از یک حماسه‌ی تاریخی در ۱۴،۱۵ و ۱۶ آذر است. همبستگی در اعتصاب عمومی کمر نظام جنایت را خواهد شکست.  #مهسا_امینی   #MahsaAmini,fa,3948,2022-12-05 10:43:23+00:00,
sirin20284031,"#Majid_Tavakoli a father of a two years old, has been imprisoned for more than two months by the IR Regime. He has been a peaceful dissident for a long run seeking nothing but Justice and human rights for the people of Iran.    His daughter is waiting...  Be his voice.  #MahsaAmini https://t.co/RaF8witLMb",en,44,2022-12-05 10:43:22+00:00,
