Username,Text,language,retweet_count,Time,location
f6948f,"This is #ArmitaAbbasi, She took part in an anti-regime protest in #Iran.Today, nobody knows where she is.say her name please until we know where she is  and how is doing! we are sad &amp; worried about her.  @UNHumanRights @CNN @BBCNews @nytimes    #IranRevolution2022   #آرمیتا_عباسی https://t.co/8p3Xx6jJ67",en,12,2022-12-18 13:08:33+00:00,
RMNF12,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 13:08:31+00:00,
Roozbeh1963,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 13:08:23+00:00,"Prague, Czech Republic"
Aseman79253366,Dear @TwitterSupport   @TwitterCreators   @elonmusk   @Twitter   Please allow Iranians to use twitter by their cell numbers or by gmail without requiring cell number. The second way is more secure for Iranians  Please support us in this hard period of #IranRevolution2022   #مهسا_امینی https://t.co/iiM9voeC0d,en,12,2022-12-18 13:07:33+00:00,
255561675a6c4bc,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 13:06:29+00:00,Sweden
tanznava,"December 17 - Tehran, #Iran   Shahran district  Protesters chanting:   ""Death to the dictator!""  ""Death to Khamenei the murderer!""  #IranRevolution2022  #آزادی_آزادی_آزادی   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/TmMWeg2qZz",en,24,2022-12-18 13:06:24+00:00,
tanznava,"December 17 - Tehran, #Iran   Protesters in Marzdaran district chanting: ""Mullahs must get lost!""  #IranRevolution2022  #آزادی_آزادی_آزادی   https://t.co/MO13uzWi2W",en,28,2022-12-18 13:06:21+00:00,
tanznava,"December 17 - Tehran, #Iran   Chitgar district  Locals continue anti-regime protests by chanting:   ""Death to the dictator!""  #IranRevolution2022  #آزادی_آزادی_آزادی   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/fXmGrcdol3",en,28,2022-12-18 13:06:15+00:00,
tanznava,"December 18 - Tabriz, #Iran   Firefighters on strike, protesting the regime's lack of response to their demands and basic needs  #IranRevolution2022  #آزادی_آزادی_آزادی   https://t.co/CVGGivOgHO",en,27,2022-12-18 13:06:13+00:00,
tanznava,"Bushehr, #Iran   Protesters target an IRGC Basij base in response to the brutal repression of demonstrations and executions of political prisoners  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/19b7KGi3Bc",en,25,2022-12-18 13:06:10+00:00,
tanznava,"December 18 - Shiraz, #Iran   Students at Shiraz Medical Sciences University demand the release of jailed students.  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/TCLbzryNVm",en,14,2022-12-18 13:06:04+00:00,
tanznava,"December 18 - Shiraz, #Iran   Students at Shiraz Medical Sciences University: ""Political prisoners must be freed!""  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/qvv9LDTBYW",en,10,2022-12-18 13:05:59+00:00,
tanznava,"Tehran, #Iran   Protesters set fire to the IRGC Basij base at Sabalan in response to the execution of #MohsenShekari   #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/vck5gRUsLT",en,16,2022-12-18 13:05:56+00:00,
moazzami_jaleh,#Iran opposition PMOI/MEK has published the names of 596 people killed by the regime's security forces during #IranRevolution2022.    The names of other victims will be published following verification. Over 700 protesters have been killed as of December 17.  https://t.co/fBhNK357v9,en,33,2022-12-18 13:05:37+00:00,
HalleDay,Opera Singers &amp; Classical Musicians 4 human rights🖤  #mahsaami̇ni̇  #farnoushesmi  #mahansadrat  #nazilamaroofian  #seyedmohammadhosseini  #marjanjangjou  #mohammadbroghani  #farhadtahazadeh  #hosseinnihammadi  #javadayati  #iranrevolution2022  #HumanRightsViolation   https://t.co/g7EnijbHyY,en,0,2022-12-18 13:05:28+00:00,Nederland 🇳🇱
tanznava,#Iran opposition PMOI/MEK has published the names of 596 people killed by the regime's security forces during #IranRevolution2022.    The names of other victims will be published following verification. Over 700 protesters have been killed as of December 17.  https://t.co/fBhNK357v9,en,33,2022-12-18 13:05:23+00:00,
klaudiafior,More attention needs to be drawn to what’s happening in Iran     #IranRevolution2022,en,0,2022-12-18 13:05:22+00:00,"London, England"
moazzami_jaleh,"December 17 - Gonabad, northwest #Iran   Gas industry workers and employees on strike.  #IranRevolution2022  #اعتصابات_سراسری https://t.co/ekNGMFGR02",en,42,2022-12-18 13:05:13+00:00,
moazzami_jaleh,"Iran News in Brief – December 17, 2022   #IranProtests #IranRevolution2022  https://t.co/e9SgIs1iai",en,25,2022-12-18 13:04:43+00:00,
moazzami_jaleh,NCRI Statement | Iran: Names of 16 Other Uprising Martyrs Published   #IranProtests #IranRevolution2022 #Mahsa_Amini   https://t.co/NMOcfwBQAx,en,45,2022-12-18 13:04:38+00:00,
moazzami_jaleh,"December 17 - Tehran, #Iran  Truck drivers at the Akbar Abad Terminal were protesting today as regime officials have refused to address their demands.  #IranRevolution2022   https://t.co/g83JSrcgrL",en,39,2022-12-18 13:04:17+00:00,
moazzami_jaleh,"December 17 - Ahvaz, southwest #Iran  College students held a protest rally today on the 93rd day of the nationwide uprising.  #IranRevolution2022  https://t.co/hA0OzU9P2L",en,36,2022-12-18 13:04:14+00:00,
moazzami_jaleh,"December 17 - Mahmoud Abad, north #Iran   Oil industry workers and employees on strike.  #IranRevolution2022  #اعتصابات_سراسری https://t.co/vLE2M6q1zR",en,48,2022-12-18 13:04:08+00:00,
moazzami_jaleh,"December 17 - Shiraz, south-central #Iran  Medicine students protesting and demanding the release of one of their classmates.  #IranRevolution2022  https://t.co/Uf2CaqQ3Hj",en,41,2022-12-18 13:04:02+00:00,
Yuki06137,"BE HER VOICE:  Mahsa Mohammadi, a microbiology student from Sabzevar was arrested in early October and accused of blasphemy. She is currently held in Isfahan prison and may face the death penalty.     #Mahsa_Mohammadi  #مهسا_محمدی #MahsaAmini #IranRevolution2022 https://t.co/Y9pOeaFdid",en,81,2022-12-18 13:03:50+00:00,"Seoul, Republic of Korea"
iranianpatrio1,#SayTheirNames and be their voice…  #IbrahimRigi is in jail because he was fighting for everyone’s freedom! Freedom to live! To have a better life…  For a better future…    #MahsaAmini   #IranRevolution2022   #StopExecutionsInIran   🙏🙏🙏✌️✌️ https://t.co/TO9QVCPGaV,en,4,2022-12-18 13:03:34+00:00,
HHArya3,I couldn’t stop listening to soundtrack of The Dark Knight Rises yesterday at work and suddenly a new edit came to my vision…here is a trailer for the big upcoming protest in Iran…    #Mahsa_Amini   #IranRevolution2022   #ChrisropherNolan   #انقلاب_۱۴۰۱ https://t.co/c8xGAlZyyg,en,17,2022-12-18 13:03:20+00:00,
YazdaniaMehran,"Brief on Iran’s nationwide uprising   December 17, 2022   The Foreign Affairs Committee of the National Council of Resistance of Iran (NCRI)  #IranRevolution2022 #IranProtests2022   #آزادی_آزادی_آزادی #IranRevolution #Iran https://t.co/jzDPaEwA0I",en,11,2022-12-18 13:03:17+00:00,
moazzami_jaleh,"December 17 - Tehran, #Iran   Families of detained protesters gathered outside the regime's notorious Evin Prison demanding answers about their loved ones' conditions and whereabouts.  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر https://t.co/63XlNrPOMF",en,55,2022-12-18 13:03:15+00:00,
moazzami_jaleh,"December 17 - Tehran, #Iran   Darvazeh Dowlat Metro Station  Protesters chanting: ""Death to the dictator!""  #IranRevolution2022  https://t.co/zs6ZWsWgfH",en,58,2022-12-18 13:03:10+00:00,
MrsT2sh,"Great discussions and interesting perspectives in Vancouver with WLF coalition, @UBC @sfu on #IranRevolution2022 with @AvaHoma @ElleToussi @soushiant @NegarMojtahedi + online w @TahirihDanesh  @GissouNia @MazJobrani @ZainabSalbi https://t.co/f9YZDBsDMN",en,46,2022-12-18 13:02:52+00:00,
DrAmirPakravan,"@WHO @medwma @RCPhysicians @rcgp @AmerMedicalAssn @DOTW_UK @UNHumanRights   #Doctor brutally murdered by #illegitimate regime for doing what #doctors do, for being #kind &amp; #compassionate, for being #selfless  , lost for words ! #IranRevolution2022 #MahsaAmini #Aida_Rostami https://t.co/ECBxZoeuU3",en,0,2022-12-18 13:02:44+00:00,"London, England"
moazzami_jaleh,Briefing on the 93rd day of #Iran nationwide uprising by Shahin Gobadi (@gobadi) of the NCRI's Foreign Affairs Committee.    https://t.co/Z57gFlIkhb  #IranRevolution2022,en,3,2022-12-18 13:02:07+00:00,
TruthPower7,@ManotoNews Mullahs  showed that they do not abide by any rules. They put the final nail in their own coffin.  #IranRevolution2022  #IranProtests2022  #مهسا_امینی  #مهساامینی  #انقلاب_۱۴۰۱,en,0,2022-12-18 13:01:49+00:00,
pante1395,"Dear @tedcruz @SecBlinken  @StateDeptSpox @POTUS  @mdubowitz @mikepompeo @VP @amnestyusa @SenSchumer @SpeakerPelosi  NIAC, Iran regime lobby in USA, is trying to transfer HR110 to US congress. While the correct one is #HR9203 sanctioning Khamenei and its lobby.  #IranRevolution2022 https://t.co/qZxhcooSwk",en,11,2022-12-18 13:01:09+00:00,
quecahen,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 13:00:58+00:00,
TruthPower7,@iranhrs99 Mullahs  showed that they do not abide by any rules. They put the final nail in their own coffin.  #IranRevolution2022  #IranProtests2022  #مهسا_امینی  #مهساامینی  #انقلاب_۱۴۰۱,en,0,2022-12-18 13:00:41+00:00,
Brill_Rmz,Vahideh Khanpour was arrested 2 days ago in Tabriz by the Ministry of Intelligence’s forces. she was moved to an unspecified location and her whereabouts is unknown. She is Hamid khanpour's sister killed in election protests in 2009. #IranRevolution2022   #وحیده_خانپور https://t.co/NxT2QEtWwI,en,35,2022-12-18 13:00:06+00:00,
TruthPower7,Mullahs  showed that they do not abide by any rules. They put the final nail in their own coffin.  #IranRevolution2022  #IranProtests2022  #مهسا_امینی  #مهساامینی  #انقلاب_۱۴۰۱,en,0,2022-12-18 12:59:10+00:00,
khassan56,"December 17 - Tehran, #Iran   Chitgar district  Locals continue anti-regime protests by chanting:   ""Death to the dictator!""  #IranRevolution2022  #آزادی_آزادی_آزادی   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/fXmGrcdol3",en,28,2022-12-18 12:58:59+00:00,
nazarmohammadk3,"December 18 - Shiraz, #Iran   Students at Shiraz Medical Sciences University demand the release of jailed students.  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/TCLbzryNVm",en,14,2022-12-18 12:58:58+00:00,"England, United Kingdom"
sahramkia,"Tehran, #Iran   Protesters in Marzdaran district chanting: ""Mullahs must get lost!""  #IranRevolution2022  #آزادی_آزادی_آزادی   https://t.co/96OnmXrPq4 #انحلال_سپاه_پاسداران",en,0,2022-12-18 12:58:41+00:00,
sahramkia,"Tehran, #Iran   Shahran district  Protesters chanting:   ""Death to the dictator!""  ""Death to Khamenei the murderer!""  #IranRevolution2022  #آزادی_آزادی_آزادی   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/PfBC7pBNcX #انحلال_سپاه_پاسداران",en,0,2022-12-18 12:58:21+00:00,
sahramkia,"Tehran, #Iran   Sarvazad district  Protesters chanting:   ""Basij, IRGC, you're our ISIS!""  #IranRevolution2022  #آزادی_آزادی_آزادی   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/ZhS3YBE36z #انحلال_سپاه_پاسداران",en,0,2022-12-18 12:58:07+00:00,
sahramkia,"December 17 - Tehran, #Iran   Chitgar district  Locals continue anti-regime protests by chanting:   ""Death to the dictator!""  #IranRevolution2022  #آزادی_آزادی_آزادی   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/FLSR2XkMhB #انحلال_سپاه_پاسداران",en,0,2022-12-18 12:57:53+00:00,
jaumesol,"#IranRevolution2022  Khuzestan, SW #Iran—Footage shows large crowds of citizens attended the funeral of the late Donya Farhadi in Izeh on December 16, Day 92.    Locals say authorities kidnapped and tortured her to death. Then, they left her corpse in the Karun River.  #MahsaAmini🌹 https://t.co/msZbHTaCVC",en,17,2022-12-18 12:57:51+00:00,Vidreres (Girona) Spain
sahramkia,"December 18 - Tabriz, #Iran   Firefighters on strike, protesting the regime's lack of response to their demands and basic needs  #IranRevolution2022  #آزادی_آزادی_آزادی   https://t.co/Qz58NRxUD4 #انحلال_سپاه_پاسداران",en,0,2022-12-18 12:57:38+00:00,
moazzami_jaleh,"2022 Washington summit in support of #Iran uprising for a Democratic, free republic Iran.  The program has just started. The opening remarks by the MC, Dr Solmaz AbouAli.   #MahsaAmini #Mahsa_Aminiمهساامینی   #IranRevolution2022 https://t.co/DNUxwiZwfM",en,19,2022-12-18 12:57:34+00:00,
TruthPower7,@mamadporii Mullahs  showed that they do not abide by any rules. They put the final nail in their own coffin.  #IranRevolution2022  #IranProtests2022  #مهسا_امینی  #مهساامینی  #انقلاب_۱۴۰۱,en,0,2022-12-18 12:57:23+00:00,
sahramkia,"Bushehr, #Iran   Protesters target an IRGC Basij base in response to the brutal repression of demonstrations and executions of political prisoners  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/DNLWSqanqR #انحلال_سپاه_پاسداران",en,0,2022-12-18 12:57:22+00:00,
sahramkia,"December 18 - Shiraz, #Iran   Students at Shiraz Medical Sciences University demand the release of jailed students.  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/m5S4DBKX8L #انحلال_سپاه_پاسداران",en,0,2022-12-18 12:57:05+00:00,
moazzami_jaleh,"#IranRevolution2022  On day 93 of the Iranian revolution, @OIAC hosts the ""𝐖𝐚𝐬𝐡𝐢𝐧𝐠𝐭𝐨𝐧 𝐒𝐮𝐦𝐦𝐢𝐭"" in support of the uprising for a secular, democratic, non-nuclear republic of #Iran.  Follow the event:    https://t.co/YuYxpXe7EX",en,10,2022-12-18 12:56:51+00:00,
sahramkia,"December 18 - Shiraz, #Iran   Students at Shiraz Medical Sciences University: ""Political prisoners must be freed!""  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/YPiJdqyysa #انحلال_سپاه_پاسداران",en,0,2022-12-18 12:56:50+00:00,
sahramkia,"Tehran, #Iran   Protesters set fire to the IRGC Basij base at Sabalan in response to the execution of #MohsenShekari   #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/bxLD1ALTE1 #انحلال_سپاه_پاسداران",en,0,2022-12-18 12:56:33+00:00,
vahiddowlati1,Dedicated to the rebellious youth and pioneering students who rose up to support #Zahedan and kept the flame of the uprising burning ever more.  #IranRevolution2022 #IranProtests2022   #آزادی_آزادی_آزادی #IranRevolution #IranRevolution   #Iran   #music   #art   #newmusic #song #love https://t.co/GZp6h5O52g,en,0,2022-12-18 12:56:19+00:00,
TeamShakeri,"■  Today on December 17th, the workers and employees of the oil industry of Ahvaz, Mahshahr, Asalouyeh and also gas and oil of Gachsaran in Iran, are on strike.  #MahsaAmini  #IranRevolution2022 https://t.co/yEnrEJhlhp",en,19,2022-12-18 12:56:05+00:00,World
moazzami_jaleh,"#IranRevolution2022—""𝐖𝐚𝐬𝐡𝐢𝐧𝐠𝐭𝐨𝐧 𝐒𝐮𝐦𝐦𝐢𝐭""  The resistance units in #Iran, those noble Iranian patriots, were strong as they had ever been. Their optimism was increased and justifiably so, says @MikePompeo.https://t.co/au1RzbzpqQ",en,13,2022-12-18 12:55:57+00:00,
TruthPower7,@TheDrIman Mullahs  showed that they do not abide by any rules. They put the final nail in their own coffin.  #IranRevolution2022  #IranProtests2022  #مهسا_امینی  #مهساامینی  #انقلاب_۱۴۰۱,en,0,2022-12-18 12:55:42+00:00,
Jimmyjan1975,"28,29,30 Azar👉🏻Take to the Streets &amp; Squares Throughout #Iran ❤️🤍💚  #IranRevolution2022 #OpIran‌‌ #free   #MahsaaAmini 🖤🩸We Hear You💔  #StandingUp4Freedom🕊🪬🕊🪬🕊   #AnonymousFluxus🎩🐲🔥#Anarchy   #DragonSec #DSIran #FLUX 🎩🐲🔥❤️🤍💚🕊👉🏻#Freedom🕊🕊🕊   #EndIranRegime ❌👺🚫 https://t.co/A4tyurIj79",en,7,2022-12-18 12:54:26+00:00,Somewhere U R not 
reborn8chan,The Iranian repressive machinery advances systematically but unsuccessfully in its attempt to dismantle the protests.  #Khamenei #IranLobby #Absolutism   #IranRevolution2022 #CrimesAgainstHumanity  #InternationalCommunity shame on your passivity #POTUS  #WomenLifeFreedom https://t.co/8PQwwV9pj5,en,15,2022-12-18 12:53:58+00:00,
KhavaranKaveh,"#IranRevolution2022—""𝐖𝐚𝐬𝐡𝐢𝐧𝐠𝐭𝐨𝐧 𝐒𝐮𝐦𝐦𝐢𝐭""  I would like to see this take place, and this could help move the movement forward by inviting @Maryam_Rajavi to Washington to tour America to speak. She needs to come here, says @SamuelBrownback.https://t.co/5jz0we52Ie",en,13,2022-12-18 12:53:48+00:00,Iran
nali41708241,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 12:53:06+00:00,
naveyeagharez1,"@e_samyn Thanks a lot for support, we really appreciate it 😊❤️  #MahsaAmini  #IranRevolution  #IranRevolution2022",en,0,2022-12-18 12:52:18+00:00,
IranTaekwondo,"💔Found on a roadside, #SoroushPoorAhmadi, 32, died of severe injuries from barbaric torture by the #IslamicRepublic thugs.💔    💚🤍❤️🦁☀️⚔️⚔️⚔️☀️🦁❤️🤍💚  ⌛️We will never forget!⌛️  ⚔️We will never forgive!⚔️  💚🤍❤️🦁☀️⚔️⚔️⚔️☀️🦁❤️🤍💚    #IranRevolution2022  https://t.co/qWFeeB6oWr",en,0,2022-12-18 12:52:17+00:00,
khassan56,"December 18 - Tabriz, #Iran   Firefighters on strike, protesting the regime's lack of response to their demands and basic needs  #IranRevolution2022  #آزادی_آزادی_آزادی   https://t.co/CVGGivOgHO",en,27,2022-12-18 12:52:05+00:00,
Pouya04044029,"December 16 - Zahedan, southeast #Iran   Brave women with nooses around their necks were seen protesting the regime's executions.  #IranRevolution2022  #زاهدان   https://t.co/e7WTQfvl0g",en,87,2022-12-18 12:52:04+00:00,
LannaJoffrey,"""The hair of the girls of the revolution, with the rope of the executioner of the brother.""  18 Azar 1401 Tehran highway #Kurdistan    #Donotexecute #مهسا_امینی  #PS752 #Do_not_execute   #هواپیمای_اکراینی  #IranRevolution2022 # https://t.co/Pw2OoRbd5m",en,8,2022-12-18 12:51:08+00:00,London
XxNinaLaxX,"28,29,30 Azar👉🏻Take to the Streets &amp; Squares Throughout #Iran ❤️🤍💚  #IranRevolution2022 #OpIran‌‌ #free   #MahsaaAmini 🖤🩸We Hear You💔  #StandingUp4Freedom🕊🪬🕊🪬🕊   #AnonymousFluxus🎩🐲🔥#Anarchy   #DragonSec #DSIran #FLUX 🎩🐲🔥❤️🤍💚🕊👉🏻#Freedom🕊🕊🕊   #EndIranRegime ❌👺🚫 https://t.co/A4tyurIj79",en,7,2022-12-18 12:50:59+00:00,
progress_aus,"@Khamenei_m We're going to declare Islamic Republic a terrorist organisation in Australia and have all of your supporters deported, you insane, murderous, infideliphobic bigot. #IranRevolution2022",en,1,2022-12-18 12:50:54+00:00,Federated States of Australia
khassan56,"December 17 - Tehran, #Iran   Protesters in Marzdaran district chanting: ""Mullahs must get lost!""  #IranRevolution2022  #آزادی_آزادی_آزادی   https://t.co/MO13uzWi2W",en,28,2022-12-18 12:50:52+00:00,
Manam_Nikam,@NazaninBoniadi Iranian people are killed every day by the regime of the Islamic Republic and the world just watches!  #IranRevolution2022   #MahsaAmini  #StopExecutionsInIran,en,0,2022-12-18 12:50:35+00:00,ایران اِشغالی
belataklif4,🆘️ Iranians' access to the internet!    #IranRevolution2022   #MahsaAmini,en,0,2022-12-18 12:50:30+00:00,
rsumi_,#AkbarGhafari has been detained and tortured to confess to a made-up crime  All he did was to leave his door open for protesters to take refuge in his home  Be his voice  @JomanaCNN  @guardian  @ReutersIran  @dwnews  @NewsNation  @bpolitics  @BeckyCNN  @AP  #MahsaAmini  #IranRevolution2022 https://t.co/3scOTaBhXP,en,0,2022-12-18 12:50:16+00:00,
khassan56,"#IranRevolution2022  The protests against #Iran’s theocratic regime relentlessly continued over the past four decades. But since the protests in November 2019, we have been facing a nation that is seeking fundamental changes.  #MahsaAmini🌹https://t.co/OwUVIwKttD",en,20,2022-12-18 12:49:58+00:00,
_Syriana_,"Unimaginable pain! The father of #FarzinMaroufi, 22 years old, killed by the Islamic Republic’s forces on Nov 30 in Tehran, grieves with a birthday cake in his hands, dancing for his young son. Heart-wrenching. #MahsaAmini #مهسا_امینی #IranRevolution2022 https://t.co/PYriZW3vSx",en,2355,2022-12-18 12:49:45+00:00,"London, UK"
NeoVimerO,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 12:49:28+00:00,
khassan56,Briefing on the 93rd day of #Iran nationwide uprising by Shahin Gobadi (@gobadi) of the NCRI's Foreign Affairs Committee.    https://t.co/Z57gFlIkhb  #IranRevolution2022,en,3,2022-12-18 12:49:28+00:00,
khassan56,"MUST-WATCH Clip: A tribute to the heroes who laid down their lives for the cause of #Iran's freedom during the nationwide uprising, which is in its fourth month.  The Ever Burning Flame https://t.co/CiOoUHtONc via @YouTube   #IranRevolution2022",en,5,2022-12-18 12:49:25+00:00,
vioricapatea,"December 18 - Shiraz, #Iran   Students at Shiraz Medical Sciences University demand the release of jailed students.  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/TCLbzryNVm",en,14,2022-12-18 12:48:58+00:00,
Hidden_Hex,"Urgent‼️ #MakanDavari,19 year-old from Gilan in another sham trial of Islamic regime,has been sentenced to death‼️His crime: helping another innocent protester to escape from IRGC forces‼️Please share so he can get a political sponsor  #IranRevolution2022  #مهسا_امینی   #ماکان_داوری https://t.co/60eJJcD2z5",en,128,2022-12-18 12:47:30+00:00,"New York, NY"
kazuotakahashi,"Unimaginable pain! The father of #FarzinMaroufi, 22 years old, killed by the Islamic Republic’s forces on Nov 30 in Tehran, grieves with a birthday cake in his hands, dancing for his young son. Heart-wrenching. #MahsaAmini #مهسا_امینی #IranRevolution2022 https://t.co/PYriZW3vSx",en,2355,2022-12-18 12:47:27+00:00,
RahaRivandi,@YeOne_Rhie @OfficialToomaj Love you too. Your support means a lot to all of us. Long live freedom! #MahsaAmini #IranRevolution2022,en,0,2022-12-18 12:46:31+00:00,
MAngel95812805,"Unimaginable pain! The father of #FarzinMaroufi, 22 years old, killed by the Islamic Republic’s forces on Nov 30 in Tehran, grieves with a birthday cake in his hands, dancing for his young son. Heart-wrenching. #MahsaAmini #مهسا_امینی #IranRevolution2022 https://t.co/PYriZW3vSx",en,2355,2022-12-18 12:46:27+00:00,
